morphemes	target_surface_gold	prediction_surface_gold	target_surface_pred	prediction_surface_pred
a_bon_is_a	SC6_VRoot_CausExt_VerbTerm	NStem_NStem_NStem_NStem	SC6_VRoot_CausExt_VerbTerm	SC6_VRoot_CausExt_VerbTerm
u_kuba	Conj	PUNC_PUNC	Conj	NPrePre1a_NStem
u_manyano	NPrePre11_NStem	NStem_NStem	NPrePre11_NStem	NPrePre1a_NStem
no_ku_na_mathel_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_OC15_CopPre_VRoot_VerbTerm
kwa_s_e_ku_hlal_e_ni	PossConc15_PreLoc-s_LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	PossConc15_PreLoc-s_LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	PossConc15_PreLocs_LocPre_BPre15_VRoot_VerbTerm_LocSuf
zi_y_i_m_funeko	CopPre_CopPre_NPrePre9_BPre9_NStem	VRoot_VRoot_VRoot_VRoot_VRoot	CopPre_CopPre_NPrePre9_BPre9_NStem	CopPre_CopPre_NPrePre4_BPre3_NStem
u_ku_hlangabez_ana	NPrePre15_BPre15_VRoot_RecipExt_VerbTerm	NStem_NStem_NStem_NStem	NPrePre15_BPre15_VRoot_RecipExt_VerbTerm	SC3_OC15_VRoot_DimSuf
ne_e_n_jongo	AdvPre_NPrePre10_BPre10_NStem	NStem_VRoot_NStem_NStem	AdvPre_NPrePre10_BPre10_NStem	AdvPre_LocPre_NPre9_NStem
za_s_e_ku_hlal_e_ni	PossConc10_PreLoc-s_LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	PossConc10_PreLoc-s_LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	PossConc5_PreLocs_LocPre_BPre15_VRoot_VerbTerm_LocSuf
no_qoqosho	AdvPre_NPrePre11_BPre11_NStem	NStem_NStem	AdvPre_NPrePre11_BPre11_NStem	CopPre_NStem
.	Punc	PUNC	Punc	PUNC
I_n_gabul_a__zi_gc_awu	NPrePre9_BPre9_NStem_BPre8_NStem	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	NPrePre9_BPre9_NStem_BPre8_NStem	NPrePre9_BPre9_VRoot_VerbTerm_CopPre_VRoot_Fut
ku_m_Gaqo__si_se_ko	LocPre_NPrePre3_BPre3_NStem_BPre7_NStem	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	LocPre_NPrePre3_BPre3_NStem_BPre7_NStem	LocPre_BPre3_NStem_BPre7_PossConc7_RelSuf
i_ku_qaqamb_is_a	SC9_OC15_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	SC9_OC15_VRoot_CausExt_VerbTerm	NPrePre4_OC15_VRoot_CausExt_VerbTerm
ngcono	Adv	NStem	Adv	NStem
oku	Dem15_Pos1	PUNC	Dem15_Pos1	CDEM15
ku_lungelelan_a	SC15_VRoot_VerbTerm	NStem_NStem_NStem	SC15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
.	Punc	PUNC	Punc	PUNC
Si_qond_a	SC1pp_VRoot_VerbTerm	NStem_NStem_NStem	SC1pp_VRoot_VerbTerm	SC7_VRoot_VerbTerm
i_si_nyanzeliso	NPrePre7_BPre7_NStem	VRoot_VRoot_VRoot	NPrePre7_BPre7_NStem	NPrePre4_BPre7_NStem
si_ka_rhulumente	PossConc7_PossKA_NStem	NStem_NStem_NStem	PossConc7_PossKA_NStem	BPre7_ExclNeg_NStem
e_ku_jik_e_ni	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	LocPre_BPre15_VRoot_VerbTerm_InterrogSuf
i_im_pembelelo	NPrePre10_BPre10_NStem	NStem_NStem_NStem	NPrePre10_BPre10_NStem	NPrePre9_BPre9_NStem
zo_ku_cukul_w_a	PossConc10_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	PossConc10_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	AdvPre_OC15_VRoot_PassExt_VerbTerm
ngo_bu_hlanga	AdvPre_NPrePre14_BPre14_NStem	NStem_NStem_NStem	AdvPre_NPrePre14_BPre14_NStem	CopPre_BPre14_NStem
,	Punc	PUNC	Punc	PUNC
kw_i_meko	LocPre_NPrePre9_NStem	NStem_NStem_NStem	LocPre_NPrePre9_NStem	PossConc15_NPrePre4_NStem
a_pho	Dem16_Pos2	PUNC_PUNC	Dem16_Pos2	PossConc6_PronStem6
bo_nke	QuantConc2_QuantStem	NStem_NStem	QuantConc2_QuantStem	QuantConc2a_NStem
a_be_mi	NPrePre2_BPre2_NStem	NStem_NStem_NStem	NPrePre2_BPre2_NStem	SC1_AuxVStem_AuxVStem
be_zi_v_a	SC2_ReflPre_VRoot_VerbTerm	NStem_NStem_NStem_NStem	SC2_ReflPre_VRoot_VerbTerm	PossConc2_OC2_VRoot_VerbTerm
be_y_i_n_xalenye	Past_CopPre_NPrePre9_BPre9_NStem	VRoot_VRoot_VRoot_VRoot_VRoot	Past_CopPre_NPrePre9_BPre9_NStem	PossConc2_CopPre_NPrePre9_BPre9_NStem
ye_li_zwe	PossConc9_NPrePre5_BPre5_NStem	NStem_NStem_NStem	PossConc9_NPrePre5_BPre5_NStem	PossConc9_BPre5_NStem
ne_e_n_kqubo	AdvPre_NPrePre10_BPre10_NStem	VRoot_VRoot_VRoot_VRoot	AdvPre_NPrePre10_BPre10_NStem	AdvPre_LocPre_BPre9_NStem
za_lo	PossConc10_PronStem5	PUNC_PUNC	PossConc10_PronStem5	PossConc5_PronStem5
.	Punc	PUNC	Punc	PUNC
I_i_Komiti	NPrePre10_BPre10_NStem	NStem_NStem_NStem	NPrePre10_BPre10_NStem	NPre9_NPre9_NStem
ze_Wadi	PossConc10_NPrePre9_NStem	NStem_NStem	PossConc10_NPrePre9_NStem	AdvPre_NStem
ku_funek_a	SC15_VRoot_VerbTerm	NStem_NStem_NStem	SC15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
zi_phuhl_is_e	SC10_VRoot_CausExt_VerbTerm	NStem_NStem_VRoot_VRoot	SC10_VRoot_CausExt_VerbTerm	CopPre_VRoot_CausExt_VerbTerm
zi_phind_e	SC10_VRoot_VerbTerm	NStem_NStem_NStem	SC10_VRoot_VerbTerm	SC15_VRoot_VerbTerm
zi_zalisek_is_e	SC10_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_VRoot	SC10_VRoot_CausExt_VerbTerm	CopPre_VRoot_CausExt_VerbTerm
i_in_kqubo	NPrePre10_BPre10_NStem	NStem_NStem_NStem	NPrePre10_BPre10_NStem	NPrePre9_BPre9_NStem
ezi_ya	RelConc10_Fut	PUNC_PUNC	RelConc10_Fut	RelConc10_NStem
ku_nced_a	SC15_VRoot_VerbTerm	NStem_NStem_NStem	SC15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
e_ku_gqithis_e_ni	LocPre_NPrePre15_BPre15_VRoot_LocSuf	NStem_NStem_NStem_NStem_NStem	LocPre_NPrePre15_BPre15_VRoot_LocSuf	LocPre_BPre15_VRoot_VerbTerm_LocSuf
u_lw_az_i	NPrePre11_BPre11_NStem	VRoot_VRoot_NStem_NStem	NPrePre11_BPre11_NStem	SC3_VRoot_NegPre_VerbTerm
olu_fanel_ek_il_e_yo	RelConc11_VRoot_NeutExt_Perf_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	RelConc11_VRoot_NeutExt_Perf_VerbTerm_RelSuf	RelConc11_VRoot_NeutExt_ApplExt_VerbTerm_RelSuf
olu_y_a	RelConc11_VRoot_VerbTerm	NStem_NStem_NStem	RelConc11_VRoot_VerbTerm	RelConc11_VRoot_VerbTerm
n_olu_suk_a	AdvPre_RelConc11_VRoot_VerbTerm	NStem_NStem_NStem_NStem	AdvPre_RelConc11_VRoot_VerbTerm	CopPre_RelConc11_VRoot_VerbTerm
ku_ba_ba_hlali	LocPre_BPre2_OC2_NStem	VRoot_VRoot_VRoot_VRoot	LocPre_BPre2_OC2_NStem	LocPre_BPre2_BPre2_NStem
lu_si_y_a	SC11_Pro_VRoot_VerbTerm	NStem_NStem_NStem_NStem	SC11_Pro_VRoot_VerbTerm	SC11_OC7_VRoot_VerbTerm
kw_i_bhunga	LocPre_NPrePre5_BPre5_NStem	NStem_NStem_NStem	LocPre_NPrePre5_BPre5_NStem	PossConc15_NPrePre4_NStem
n_olu_suk_a	AdvPre_RelConc11_VRoot_VerbTerm	NStem_NStem_NStem_NStem	AdvPre_RelConc11_VRoot_VerbTerm	AdvPre_RelConc11_VRoot_VerbTerm
kw_i_bhunga	LocPre_NPrePre5_BPre5_NStem	NStem_NStem_NStem	LocPre_NPrePre5_BPre5_NStem	PossConc15_NPrePre4_NStem
lu_si_y_a	SC11_Pro_VRoot_VerbTerm	NStem_NStem_NStem_NStem	SC11_Pro_VRoot_VerbTerm	SC11_OC7_VRoot_VerbTerm
ku_ba_ba_hlali	LocPre_BPre2_OC2_NStem	VRoot_VRoot_VRoot_VRoot	LocPre_BPre2_OC2_NStem	LocPre_BPre2_BPre2_NStem
.	Punc	PUNC	Punc	PUNC
I_in_kqubo	NPrePre10_BPre10_NStem	NStem_NStem_NStem	NPrePre10_BPre10_NStem	NPrePre9_BPre9_NStem
ku_funek_a	SC15_VRoot_VerbTerm	NStem_NStem_NStem	SC15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
zi_qwalasel_e	SC10_VRoot_VerbTerm	NStem_NStem_NStem	SC10_VRoot_VerbTerm	CopPre_VRoot_VerbTerm
zo_nke	QuantConc10_QuantStem	NStem_NStem	QuantConc10_QuantStem	QuantConc2a_AdjStem
i_zi_cwangciso	NPrePre8_BPre8_NStem	VRoot_VRoot_VRoot	NPrePre8_BPre8_NStem	NPrePre4_BPre7_NStem
z_oo_masipala	PossConc10_NPrePre2a_NStem	NStem_VRoot_VRoot	PossConc10_NPrePre2a_NStem	BPre2a_BPre2a_NStem
ne_e_projekthi	AdvPre_NPrePre10_BPre10_NStem	NStem_NStem_NStem	AdvPre_NPrePre10_BPre10_NStem	AdvPre_LocPre_NStem
u_kuze	Conj	NStem_NStem	Conj	NPrePre1a_Conj
zi_bon_e	SC10_VRoot_VerbTerm	NStem_NStem_NStem	SC10_VRoot_VerbTerm	SC10_VRoot_VerbTerm
i_n_dawo	NPrePre9_BPre9_NStem	NStem_NStem_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
ne_n_dlel_a	AdvPre_NPrePre9_BPre9_NStem	NStem_NStem_NStem_NStem	AdvPre_NPrePre9_BPre9_NStem	AdvPre_BPre9_VRoot_VerbTerm
yo_nxibelelwano	PossConc9_NPrePre11_BPre11_NStem	VRoot_VRoot	PossConc9_NPrePre11_BPre11_NStem	PossConc4_NStem
e_ku_khuthaz_e_ni	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	LocPre_BPre15_VRoot_VerbTerm_LocSuf
u_ku_thath_a	NPrePre15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_VRoot	NPrePre15_BPre15_VRoot_VerbTerm	SC2ps_OC15_VRoot_VerbTerm
i_n_xaxheba	NPrePre9_BPre9_NStem	NStem_NStem_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
ku_ka_wo_nke__wo_nke	PossConc15_PossKA_QuantConc1a_QuantStem_QuantConc1a_QuantStem	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	PossConc15_PossKA_QuantConc1a_QuantStem_QuantConc1a_QuantStem	BPre15_AdvPre_PronStem6_VRoot_PronStem6_NStem
.	Punc	PUNC	Punc	PUNC
U_ku_nik_a	NPrePre15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_NStem	NPrePre15_BPre15_VRoot_VerbTerm	SC3_OC15_VRoot_VerbTerm
i_mi_butho	NPrePre4_BPre4_NStem	NStem_NStem_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
ya_ba_hlali	PossConc4_NPrePre2_BPre2_NStem	NStem_NStem_NStem	PossConc4_NPrePre2_BPre2_NStem	PossConc9_BPre2_NStem
i_thuba	NPrePre5_BPre5_NStem	NStem_NStem	NPrePre5_BPre5_NStem	NPrePre4_NStem
lo_ku_ngen_a	PossConc5_NPrePre15_BPre15_VRoot_VerbTerm	VRoot_VRoot_VRoot_VRoot	PossConc5_NPrePre15_BPre15_VRoot_VerbTerm	PossConc5_BPre15_VRoot_VerbTerm
ku_bu_qabane	LocPre_NPrePre14_BPre14_NStem	NStem_NStem_NStem	LocPre_NPrePre14_BPre14_NStem	LocPre_BPre14_NStem
ne_e_kontrakthi	AdvPre_NPrePre10_BPre10_NStem	NStem_NStem_NStem	AdvPre_NPrePre10_BPre10_NStem	AdvPre_LocPre_NStem
no_rhulumente	AdvPre_NPrePre1a_NStem	NStem_NStem	AdvPre_NPrePre1a_NStem	AdvPre_NStem
we_n_gingqi	PossConc1a_NPrePre9_BPre9_NStem	NStem_NStem_NStem	PossConc1a_NPrePre9_BPre9_NStem	PossConc3_BPre9_NStem
u_kuze	Conj	PUNC_PUNC	Conj	NPrePre1a_NStem
ba_ququzel_el_e	SC2_Intrans_ApplExt_VerbTerm	VRoot_VRoot_VRoot_VRoot	SC2_Intrans_ApplExt_VerbTerm	SC2_VRoot_ApplExt_VerbTerm
u_k_ongez_w_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	SC3_ExclNeg_VRoot_PassExt_VerbTerm
kwe_mi_thombo	PossConc15_NPrePre4_BPre4_NStem	NStem_NStem_NStem	PossConc15_NPrePre4_BPre4_NStem	PossConc15_BPre4_NStem
.	Punc	PUNC	Punc	PUNC
I_zi_cwangciso__b_uq_ili	NPrePre8_BPre8_NStem_BPre14_NStem	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	NPrePre8_BPre8_NStem_BPre14_NStem	NPrePre9_BPre7_NStem_BPre14_VRoot_NStem
z_i_zi_cwangciso	CopPre_NPrePre8_BPre8_NStem	VRoot_VRoot_VRoot_VRoot	CopPre_NPrePre8_BPre8_NStem	CopPre_NPrePre4_BPre7_NStem
ezi_fun_a	RelConc8_VRoot_VerbTerm	NStem_NStem_NStem	RelConc8_VRoot_VerbTerm	RelConc5_VRoot_VerbTerm
u_ku_qhuty_el_w_a	NPrePre15_BPre15_VRoot_ApplExt_PassExt_VerbTerm	NStem_NStem_NStem_NStem_NStem_NStem	NPrePre15_BPre15_VRoot_ApplExt_PassExt_VerbTerm	SC3_OC15_VRoot_ApplExt_PassExt_VerbTerm
i_m_pumezo	NPrePre9_BPre9_NStem	NStem_NStem_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre3_NStem
ye_n_jongo	PossConc9_NPrePre9_BPre9_NStem	NStem_NStem_NStem	PossConc9_NPrePre9_BPre9_NStem	PossConc9_NPre9_NStem
.	Punc	PUNC	Punc	PUNC
Ku_m_sebenzi	LocPre_NPrePre3_BPre3_NStem	NStem_NStem_NStem	LocPre_NPrePre3_BPre3_NStem	LocPre_BPre1_NStem
o_landel_a_yo	RelConc3_VRoot_VerbTerm_RelSuf	NStem_NStem_NStem_NStem	RelConc3_VRoot_VerbTerm_RelSuf	RelConc7_VRoot_VerbTerm_RelSuf
i_zi_cwangciso__b_uq_ili	NPrePre8_BPre8_NStem_BPre14_NStem	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	NPrePre8_BPre8_NStem_BPre14_NStem	NPrePre4_CopPre_NStem_PossConc2a_VRoot_NStem
zi_chong_el_w_e	SC10_VRoot_ApplExt_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	SC10_VRoot_ApplExt_PassExt_VerbTerm	SC2_VRoot_ApplExt_PassExt_VerbTerm
u_kwa_kh_el_w_a	NPrePre15_BPre15_VRoot_ApplExt_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	NPrePre15_BPre15_VRoot_ApplExt_PassExt_VerbTerm	SC3_OC15_VRoot_ApplExt_PassExt_VerbTerm
phezu	Adv	PUNC	Adv	Adv
ko_k_omelel_a	PossConc15_NPrePre15_BPre15_VRoot_VerbTerm	VRoot_VRoot_VRoot_VRoot	PossConc15_NPrePre15_BPre15_VRoot_VerbTerm	RelSuf_BPre15_VRoot_VerbTerm
u_kuze	Conj	NStem_NStem	Conj	Conj_Conj
k_oyis_w_e	SC15_VRoot_PassExt_VerbTerm	NStem_NStem_NStem_NStem	SC15_VRoot_PassExt_VerbTerm	SC15_VRoot_PassExt_VerbTerm
u_buthathaka	NPrePre14_BPre14_RelStem	NStem_NStem	NPrePre14_BPre14_RelStem	NPrePre1a_NStem
.	Punc	PUNC	Punc	PUNC
U_m_sebenzi	NPrePre3_BPre3_NStem	PUNC_PUNC_PUNC	NPrePre3_BPre3_NStem	NPrePre1_BPre1_NStem
o_landel_a_yo	RelConc3_VRoot_VerbTerm_RelSuf	NStem_NStem_NStem_VRoot	RelConc3_VRoot_VerbTerm_RelSuf	RelConc7_VRoot_VerbTerm_RelSuf
u_thath_a	SC3_VRoot_VerbTerm	NStem_NStem_NStem	SC3_VRoot_VerbTerm	SC1_VRoot_VerbTerm
eli	Dem5_Pos1	PUNC	Dem5_Pos1	CDEM05
nyathelo	BPre5_NStem	NStem	BPre5_NStem	NStem
u_li_s_e	SC1_OC5_VRoot_VerbTerm	NStem_NStem_NStem_NStem	SC1_OC5_VRoot_VerbTerm	SC3_OC5_PreLocs_LocPre
phambili	Adv	PUNC	Adv	Adv
u_chong_e	SC3_VRoot_VerbTerm	NStem_NStem_NStem	SC3_VRoot_VerbTerm	SC3_VRoot_VerbTerm
i_i_projekthi	NPrePre10_BPre10_NStem	NStem_NStem_NStem	NPrePre10_BPre10_NStem	NPrePre4_NPrePre4_NStem
ne_mi_sebenzi	AdvPre_NPrePre4_BPre4_NStem	NStem_NStem_NStem	AdvPre_NPrePre4_BPre4_NStem	AdvPre_BPre4_NStem
e_fun_a	RelConc4_VRoot_VerbTerm	NStem_NStem_NStem	RelConc4_VRoot_VerbTerm	SC6_VRoot_VerbTerm
u_ku_sungul_el_w_a	NPrePre15_BPre15_VRoot_ApplExt_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	NPrePre15_BPre15_VRoot_ApplExt_PassExt_VerbTerm	SC3_OC15_VRoot_ApplExt_PassExt_VerbTerm
u_ku_hlangabez_ana	NPrePre15_BPre15_VRoot_RecipExt_VerbTerm	VRoot_VRoot_VRoot_VRoot	NPrePre15_BPre15_VRoot_RecipExt_VerbTerm	SC3_OC15_VRoot_DimSuf
ne_si_cwangciso__b_uq_ili	AdvPre_BPre7_NStem_BPre14_NStem	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_BPre7_NStem_BPre14_NStem	AdvPre_BPre7_NStem_PossConc14_VRoot_NStem
nga_si_nye	AdvPre_EnumConc7_EnumStem	NStem_NStem_NStem	AdvPre_EnumConc7_EnumStem	AdvPre_OC7_EnumStem
.	Punc	PUNC	Punc	PUNC
Bon_is_anani	VRoot_CausExt_RecipExt_VerbTerm_ImpSuf	NStem_NStem_NStem	VRoot_CausExt_RecipExt_VerbTerm_ImpSuf	VRoot_CausExt_Interrog
na_b_el_ane	AdvPre_VRoot_ApplExt_RecipExt_VerbTerm	NStem_NStem_NStem_NStem	AdvPre_VRoot_ApplExt_RecipExt_VerbTerm	AdvPre_VRoot_ApplExt_RecipExt
nge_zi_m_vo	AdvPre_NPrePre8_BPre8_BPre9_NStem	NStem_NStem_NStem_NStem	AdvPre_NPrePre8_BPre8_BPre9_NStem	AdvPre_BPre10_BPre3_NStem
ma_lunga	Adv	PUNC_PUNC	Adv	BPre6_NStem
ne_e_n_dlel_a	AdvPre_NPrePre10_BPre10_NStem	VRoot_NStem_VRoot_VRoot_VRoot	AdvPre_NPrePre10_BPre10_NStem	AdvPre_LocPre_BPre9_VRoot_VerbTerm
le	Dem4_Pos1	PUNC	Dem4_Pos1	PossConc5
mi_thetho__si_se_ko	BPre4_NStem_BPre7_NStem	VRoot_VRoot_VRoot_VRoot_VRoot	BPre4_NStem_BPre7_NStem	BPre4_NStem_BPre7_PossConc7_RelSuf
e_no_ku_fezek_is_w_a	SC4_AdvPre_NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	SC4_AdvPre_NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	PossConc6_AdvPre_OC15_VRoot_CausExt_PassExt_VerbTerm
ngcono	Adv	NStem	Adv	NStem
nga_yo	AdvPre_PronStem9	PUNC_PUNC	AdvPre_PronStem9	AdvPre_PronStem9
.	Punc	PUNC	Punc	PUNC
Jong_a	VRoot_VerbTerm	PUNC_PUNC	VRoot_VerbTerm	VRoot_VerbTerm
i_mi_buzo	NPrePre4_BPre4_NStem	NStem_NStem_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
e_cety_is_iw_e_yo	RelConc4_VRoot_CausExt_PassExt_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	RelConc4_VRoot_CausExt_PassExt_VerbTerm_RelSuf	LocPre_VRoot_CausExt_PassExt_VerbTerm_PronStem9
ku_lu_hlu	LocPre_NPrePre11_BPre11_NStem	NStem_NStem_NStem	LocPre_NPrePre11_BPre11_NStem	LocPre_BPre11_NStem
olu_kw_i_phepha	RelConc11_LocPre_NPrePre5_BPre5_NStem	NStem_VRoot_NStem_NStem	RelConc11_LocPre_NPrePre5_BPre5_NStem	RelConc11_BPre15_NPrePre4_NStem
90	Num	PUNC	Num	NUM
n_eli_no_k_ongez_a	AdvPre_RelConc5_CopPre_NPrePre15_BPre15_VRoot_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_RelConc5_CopPre_NPrePre15_BPre15_VRoot_VerbTerm	CopPre_SC5_CopPre_OC15_VRoot_VerbTerm
kw_i_zim_vo	LocPre_NPrePre10_BPre10_NStem	NStem_NStem_NStem_NStem	LocPre_NPrePre10_BPre10_NStem	PossConc15_NPrePre4_BPre4_NStem
ezi_nik_w_e	RelConc10_VRoot_PassExt_VerbTerm	NStem_NStem_NStem_NStem	RelConc10_VRoot_PassExt_VerbTerm	RelConc8_VRoot_PassExt_VerbTerm
ng_a_ba_thathi__n_xaxheba	AdvPre_NPrePre2_BPre2_NStem_BPre9_NStem	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_NPrePre2_BPre2_NStem_BPre9_NStem	AdvPre_RelConc6_OC2_NStem_BPre9_NStem
.	Punc	PUNC	Punc	PUNC
I__Organis_ed	NPrePre9_Foreign	NStem_NStem_NStem	NPrePre9_Foreign	SC4_VRoot_VerbTerm
Lo_cal	Foreign	PUNC_PUNC	Foreign	RelConc3_NStem
Government	Foreign	PUNC	Foreign	ProperName
Act	Foreign	PUNC	Foreign	ProperName
,	Punc	PUNC	Punc	PUNC
1997	Num	PUNC	Num	NUM
i_nikezel_a	SC9_VRoot_VerbTerm	NStem_NStem_NStem	SC9_VRoot_VerbTerm	SC4_VRoot_VerbTerm
u_lw_amkelo	NPrePre11_BPre11_NStem	VRoot_VRoot_VRoot	NPrePre11_BPre11_NStem	NPrePre1a_BPre11_NStem
ku_m_butho	LocPre_NPrePre3_BPre3_NStem	NStem_NStem_NStem	LocPre_NPrePre3_BPre3_NStem	LocPre_BPre3_NStem
om_nye	AdjPref3_AdjStem	PUNC_PUNC	AdjPref3_AdjStem	NPre2a_AdjStem
ka_zwelonke	PossKA_NPrePre1a_NStem	PUNC_PUNC	PossKA_NPrePre1a_NStem	AdvPre_NStem
omel_e	RelConc6_VRoot_ApplExt_VerbTerm	NStem_NStem	RelConc6_VRoot_ApplExt_VerbTerm	VRoot_VerbTerm
u_ninzi	NPrePre11_NStem	NStem_NStem	NPrePre11_NStem	NPrePre1a_NStem
l_oo_masipala	PossConc11_NPrePre2a_NStem	NStem_NStem_NStem	PossConc11_NPrePre2a_NStem	PossConc5_BPre2a_NStem
kw_i_phondo	LocPre_NPrePre5_NStem	NStem_NStem_NStem	LocPre_NPrePre5_NStem	PossConc15_NPre9_NStem
nga_li_nye	AdvPre_EnumConc5_EnumStem	NStem_NStem_NStem	AdvPre_EnumConc5_EnumStem	AdvPre_AdjPref5_AdjStem
.	Punc	PUNC	Punc	PUNC
I__So_uth	NPrePre9_ProperName	NStem_NStem_NStem	NPrePre9_ProperName	SC4_BPre7_NStem
African	ProperName	PUNC	ProperName	ProperName
Lo_cal	Foreign	PUNC_PUNC	Foreign	RelConc3_NStem
Government	Foreign	PUNC	Foreign	Foreign
Asso_ciation	Foreign	NStem_NStem	Foreign	RelConc6_Foreign
(	Punc	PUNC	Punc	PUNC
SA_LGA	Abbr	NStem_NStem	Abbr	PossConc7_NStem
)	Punc	PUNC	Punc	PUNC
s_i_si_gqeba	CopPre_NPrePre7_BPre7_NStem	VRoot_VRoot_VRoot_VRoot	CopPre_NPrePre7_BPre7_NStem	PreLocs_NPrePre4_BPre7_NStem
esi_s_e_m_thethw_eni	RelConc7_PreLoc-s_LocPre_NPrePre3_BPre3_NStem_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	RelConc7_PreLoc-s_LocPre_NPrePre3_BPre3_NStem_LocSuf	RelConc7_PreLocs_LocPre_BPre3_NStem_LocSuf
es_az_iw_a_yo	RelConc7_VRoot_PassExt_VerbTerm_RelSuf	NStem_NStem_NStem_NStem_NStem	RelConc7_VRoot_PassExt_VerbTerm_RelSuf	SC7_VRoot_PassExt_VerbTerm_RelSuf
ku_rhulumente	LocPre_NPrePre1a_NStem	NStem_NStem	LocPre_NPrePre1a_NStem	LocPre_NStem
we_n_gingqi	PossConc1a_NPrePre9_BPre9_NStem	NStem_NStem_NStem	PossConc1a_NPrePre9_BPre9_NStem	PossConc3_BPre9_NStem
.	Punc	PUNC	Punc	PUNC
I__SA_LGA	NPrePre9_Abbr	NStem_NStem_NStem	NPrePre9_Abbr	NPrePre4_Pro_NStem
i_mel_e	SC9_VRoot_VerbTerm	NStem_NStem_NStem	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm
i_mi_ba	NPrePre4_BPre4_NStem	NStem_NStem_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_AuxVStem
e_xhalab_is_a_yo	RelConc4_VRoot_CausExt_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot_VRoot	RelConc4_VRoot_CausExt_VerbTerm_RelSuf	LocPre_VRoot_CausExt_VerbTerm_RelSuf
ya_ma_lungu	PossConc4_NPrePre6_BPre6_NStem	NStem_NStem_NStem	PossConc4_NPrePre6_BPre6_NStem	PossConc9_BPre6_NStem
a_yo	PossConc6_PronStem9	PUNC_PUNC	PossConc6_PronStem9	PossConc6_PronStem4
.	Punc	PUNC	Punc	PUNC
A_ba_thathi__n_xaxheba	NPrePre2_BPre2_NStem_BPre9_NStem	VRoot_VRoot_VRoot_VRoot_VRoot	NPrePre2_BPre2_NStem_BPre9_NStem	RelConc6_BPre2_NStem_BPre9_NStem
